date,Ping_latency,Download_speed,Upload_speed,Packet_loss_rate,OT
7/4/2016 11:00,33.04841571,15.08523359,28.7337004,0.939779816,4.904838423
7/4/2016 12:00,19.89041112,84.55988936,33.47822144,0.767444349,3.828824586
7/4/2016 13:00,7.860125763,27.78289546,25.85713509,0.238314091,4.018425463
7/4/2016 14:00,18.99420448,23.52103579,3.539048821,0.489878091,3.253608704
7/4/2016 15:00,19.63324949,52.96658787,31.39094186,0.200286575,4.023102957
7/4/2016 16:00,37.83227803,78.03097748,36.37634609,1.614997463,4.43911862
7/4/2016 17:00,33.69008621,10.88491927,22.00395491,0.270479656,2.944381213
7/4/2016 18:00,44.92457342,59.79675237,38.35018746,1.190746733,3.479449051
7/4/2016 19:00,26.24967163,16.32499207,12.89606237,0.685480827,3.149266781
7/4/2016 20:00,10.38174107,8.463799828,12.62127637,0.451956769,3.249882454
7/4/2016 21:00,37.09601543,10.01067546,9.748015409,1.278936879,4.560191639
7/4/2016 22:00,39.23532719,84.24559028,19.85574847,0.914004619,2.422467321
7/4/2016 23:00,30.25747389,16.20738594,42.6565777,0.800290935,1.832736102
7/5/2016 0:00,39.6935231,9.289379619,41.73977898,1.18570401,2.825120441
7/5/2016 1:00,27.22080184,46.60048928,20.37556198,0.982535257,1.832340762
7/5/2016 2:00,28.52297732,85.17937983,30.27769933,0.606968417,2.993601703
7/5/2016 3:00,24.23934583,29.92879577,36.59918319,1.118122576,4.614032421
7/5/2016 4:00,6.143860703,45.06269866,13.57792518,1.338997153,3.469734082
7/5/2016 5:00,9.855114215,8.792640594,10.07077212,0.053386317,4.421731413
7/5/2016 6:00,6.414313356,47.66245884,48.66060767,0.931743458,1.664763678
7/5/2016 7:00,33.63846851,59.87324266,31.64275103,0.115366569,4.60349437
7/5/2016 8:00,19.14601915,59.23617011,49.10795465,0.372810828,3.407148658
7/5/2016 9:00,27.8856811,36.58053576,18.21228738,1.121017468,1.127039155
7/5/2016 10:00,45.84049133,34.97565216,35.7455216,1.732377831,3.532475821
7/5/2016 11:00,16.21815031,15.1292438,12.68497455,1.765611358,4.805587825
7/5/2016 12:00,23.46723154,39.84584046,14.53760822,0.13988802,1.316668002
7/5/2016 13:00,38.99980123,14.45199354,26.57130182,0.838210173,3.329824522
7/5/2016 14:00,15.29591745,77.82661475,17.34167002,1.166012966,4.661914411
7/5/2016 15:00,8.464095942,96.79605829,10.04583506,0.294139809,1.038780673
7/5/2016 16:00,18.03881538,97.15707338,14.6182737,1.530864433,3.523651706
7/5/2016 17:00,12.25495793,87.18175444,3.715922934,1.488470517,2.899609167
7/5/2016 18:00,46.83639436,62.07525419,35.81233383,1.806682027,2.387957275
7/5/2016 19:00,41.36541708,71.58224124,25.62159954,0.016972024,3.51014596
7/5/2016 20:00,33.50316904,32.09455125,6.523667187,0.433368488,1.210808378
7/5/2016 21:00,44.21572656,64.92318992,10.24131167,1.654373428,4.012252185
7/5/2016 22:00,41.16524346,48.2867072,6.921657829,1.341160102,1.017917908
7/5/2016 23:00,13.39565265,50.79164728,31.4044548,1.788779707,2.227742975
7/6/2016 0:00,45.16515493,76.98877324,6.522097453,0.114359309,3.015834551
7/6/2016 1:00,29.27040089,31.78224378,38.20555199,1.193927931,2.508089002
7/6/2016 2:00,41.33480698,35.21376311,2.984524127,1.13809315,2.229903741
7/6/2016 3:00,45.3241085,92.84097016,13.97003782,0.071348833,4.323340582
7/6/2016 4:00,19.31015637,10.34130801,44.75200044,1.027044154,4.739330297
7/6/2016 5:00,9.952336604,51.13525835,36.48950327,1.219040623,4.49485074
7/6/2016 6:00,15.25708231,91.71607604,5.50247998,0.382586348,3.089725252
7/6/2016 7:00,24.21985049,62.98448574,41.41405302,0.546659166,4.536656701
7/6/2016 8:00,41.81066447,56.90867205,25.66568583,1.280694693,4.683446261
7/6/2016 9:00,43.73287625,28.72569703,42.6455853,0.936601895,2.636953588
7/6/2016 10:00,5.312845874,37.61117146,30.83550917,1.716027315,2.133783438
7/6/2016 11:00,27.98362862,85.9445995,34.72798554,0.684763532,1.393060823
7/6/2016 12:00,23.78349514,58.12572252,49.6880749,0.533319317,2.916367684
7/6/2016 13:00,14.99485147,53.90050841,13.1521062,1.969731881,4.785187682
7/6/2016 14:00,10.39394153,14.46007279,31.94938759,1.82227154,3.243630112
7/6/2016 15:00,20.19268271,6.522674863,24.09542672,0.05798549,3.670248407
7/6/2016 16:00,47.43093668,96.55009293,3.89369374,1.541457231,1.451535274
7/6/2016 17:00,19.54413194,40.81368589,2.694590792,0.220669548,1.574078657
7/6/2016 18:00,28.34557798,62.3052409,7.722971735,0.05497039,2.857893048
7/6/2016 19:00,36.63585315,12.57293195,33.15640355,0.547391032,4.805059196
7/6/2016 20:00,21.36333211,69.89585714,29.22382822,0.538691758,2.443138566
7/6/2016 21:00,48.73019372,93.59383733,28.56461894,1.638637525,4.509936165
7/6/2016 22:00,48.31012827,59.68819903,3.529124601,1.421334492,1.481154374
7/6/2016 23:00,16.33020331,16.98095563,24.52654383,1.963218855,3.468068828
7/7/2016 0:00,27.37618277,60.26354511,46.38189526,1.423025801,3.402451908
7/7/2016 1:00,18.53952394,77.80298524,21.08440973,0.836511107,4.439499
7/7/2016 2:00,17.81782225,43.60957097,31.99627855,1.397855322,1.013266818
7/7/2016 3:00,6.659912631,88.58458605,39.43129643,1.998918134,1.759726669
7/7/2016 4:00,32.43039503,66.62488057,39.6284134,1.420283765,1.878750502
7/7/2016 5:00,27.62055605,90.42864724,26.92544395,1.523362712,4.799864352
7/7/2016 6:00,7.316543806,64.23300457,43.18169338,1.87673003,1.614774625
7/7/2016 7:00,17.53909089,17.47235734,20.78614848,0.227302523,1.147849401
7/7/2016 8:00,45.87196487,34.42071255,44.65727431,1.409568587,3.137845979
7/7/2016 9:00,15.78028508,24.17052008,13.53090399,1.701611916,3.11423385
7/7/2016 10:00,11.52026924,91.33851728,15.45038754,1.9087572,4.376187861
7/7/2016 11:00,27.02537421,77.23800639,4.549789962,0.421938579,4.795438601
7/7/2016 12:00,49.35427043,69.25784505,40.18792815,1.007858015,3.154181769
7/7/2016 13:00,15.89248722,33.59180037,22.01865134,1.361109695,4.71997673
7/7/2016 14:00,35.24609963,22.48425334,12.99759747,0.494935459,3.900636605
7/7/2016 15:00,39.27288269,76.86285336,13.12593333,1.200945727,2.058236512
7/7/2016 16:00,15.69368948,50.04500486,45.26719718,0.515157565,4.713682844
7/7/2016 17:00,37.76973569,26.45000745,42.02799682,0.666914041,3.669772705
7/7/2016 18:00,21.55024097,63.57908793,28.5694825,0.883037393,2.656383731
7/7/2016 19:00,33.45376238,8.831715953,31.57331842,1.058380197,3.720968338
7/7/2016 20:00,33.50883698,35.98617414,24.76762739,0.898731743,2.605251311
7/7/2016 21:00,29.10986078,49.51291449,20.79999406,0.98639104,1.456735072
7/7/2016 22:00,9.063039652,19.05604174,45.9428903,0.597177513,3.875914989
7/7/2016 23:00,42.5886123,98.54217537,8.029409769,0.317930188,4.296350449
7/8/2016 0:00,19.43510292,24.86424964,22.08544591,0.094699955,3.915224796
7/8/2016 1:00,13.39333297,17.38354735,18.53897158,0.391957445,1.916458671
7/8/2016 2:00,6.83488137,24.33581302,25.91123457,1.163887283,4.826540054
7/8/2016 3:00,31.59018244,78.06080765,23.96632998,1.572230896,1.101018247
7/8/2016 4:00,35.49039628,45.42303763,26.90669752,0.338495195,2.33074119
7/8/2016 5:00,5.746452302,58.71451428,8.716110907,0.217110716,2.040369738
7/8/2016 6:00,28.04418762,6.995869914,26.63079207,1.498580721,1.19250491
7/8/2016 7:00,15.19230988,8.270974314,13.63610307,0.610316661,2.622918772
7/8/2016 8:00,34.03277557,47.35342723,10.84790475,1.902998878,3.492459361
7/8/2016 9:00,12.84648931,82.5822481,5.112042502,1.428635941,4.530211454
7/8/2016 10:00,36.09219821,89.09769348,38.60732282,0.653512094,4.958758865
7/8/2016 11:00,22.40309058,13.23712392,22.5172122,0.579085496,4.232358346
7/8/2016 12:00,47.15284949,56.1444947,32.0788968,1.047396773,2.874722075
7/8/2016 13:00,11.18844249,91.7568202,36.92448048,0.158289337,3.894817704
7/8/2016 14:00,20.3479858,41.85741167,34.60719994,0.235353025,4.374495154
7/8/2016 15:00,10.10630846,83.80875399,24.58403452,0.351715763,2.861228786
7/8/2016 16:00,46.61121282,17.70108717,20.61912939,1.549447187,4.140217736
7/8/2016 17:00,44.4802709,93.86247652,20.04607566,1.027714719,2.930609673
7/8/2016 18:00,16.60737325,76.38521517,32.72234225,0.021134246,2.545983964
7/8/2016 19:00,34.69928207,94.42676731,25.75012904,1.347033055,3.104363351
7/8/2016 20:00,41.77499901,69.27863719,42.7583479,0.847380357,3.703418951
7/8/2016 21:00,29.98403652,39.52337354,43.98569525,1.02170473,3.907528225
7/8/2016 22:00,28.83427603,94.12721139,10.18689814,0.428232487,2.426945076
7/8/2016 23:00,15.88335309,31.17884375,8.539215274,1.103564457,3.285281006
7/9/2016 0:00,9.189624551,36.5563896,32.25924445,1.95830648,4.639483496
7/9/2016 1:00,45.37470911,71.57679971,16.45883591,0.146889382,4.9052516
7/9/2016 2:00,45.51881257,77.70504845,2.891394501,0.567834799,1.908992365
7/9/2016 3:00,33.48956558,93.29333097,44.65484813,0.485995186,1.771324663
7/9/2016 4:00,20.2563406,24.45622886,12.89123683,0.497098622,3.706742534
7/9/2016 5:00,20.71443086,80.80981335,46.60547128,0.757412715,2.658735543
7/9/2016 6:00,37.66800555,75.16187507,36.43685364,1.636219569,1.096889354
7/9/2016 7:00,45.3699617,11.06048284,38.60736752,1.82571738,2.387447483
7/9/2016 8:00,44.91888909,41.78619841,11.6701518,0.404430175,4.226978974
7/9/2016 9:00,40.09439956,31.86271842,13.24133243,1.085899876,4.189707722
7/9/2016 10:00,33.89142408,33.92659031,27.02085218,1.273797944,2.978740595
7/9/2016 11:00,8.786298425,98.37995356,10.26079293,1.043654949,2.89031174
7/9/2016 12:00,12.27329213,66.06385428,16.66072125,0.868152788,3.31802977
7/9/2016 13:00,45.43493848,73.17923499,17.43019894,0.383951012,1.877586842
7/9/2016 14:00,32.28930768,97.77867554,9.662236796,0.976438718,3.1041745
7/9/2016 15:00,5.413867323,40.83416933,11.848776,0.802429655,1.04418544
7/9/2016 16:00,9.566219429,81.174816,39.85048842,1.591126725,2.902238219
7/9/2016 17:00,34.85757961,46.28044151,10.02540102,1.527208718,2.344204185
7/9/2016 18:00,5.227771273,87.60569882,3.365954809,0.267997362,3.699478424
7/9/2016 19:00,12.23636231,22.16246642,32.20903725,0.177038105,3.553414337
7/9/2016 20:00,29.69302052,95.03018682,48.84718973,1.816307886,2.523343521
7/9/2016 21:00,36.1352839,25.7833123,17.8982631,1.071016778,1.029091926
7/9/2016 22:00,34.33825668,35.99094816,7.695473753,1.715601875,2.009094518
7/9/2016 23:00,15.09211893,76.83826224,29.37859162,0.116302241,3.533391401
7/10/2016 0:00,37.04806496,42.40673845,45.50500213,1.053031233,1.289493372
7/10/2016 1:00,15.67620894,62.78008079,39.63496543,1.078853029,1.430569687
7/10/2016 2:00,19.64298642,47.2344826,31.88076168,1.721404065,3.588140098
7/10/2016 3:00,38.59211323,75.52514402,17.12271184,0.195219996,4.023069604
7/10/2016 4:00,34.23348046,26.69146898,28.01024832,0.480891127,2.286198832
7/10/2016 5:00,43.21505347,10.55350879,6.379752383,0.813076628,2.958692262
7/10/2016 6:00,34.59258015,33.49329276,34.58938037,1.731682951,4.78284546
7/10/2016 7:00,30.57388715,50.05932316,36.80460891,1.87776663,4.782174249
7/10/2016 8:00,9.215364552,20.96190496,48.3215179,1.985449239,2.230011098
7/10/2016 9:00,21.54721114,38.70574252,14.49907322,1.918386973,4.2399515
7/10/2016 10:00,16.93410655,42.99838674,2.885908114,0.011883512,3.375776211
7/10/2016 11:00,15.97953395,10.45222515,28.18920629,0.095416683,4.901937973
7/10/2016 12:00,48.78547496,60.41418858,35.92594421,0.295213638,2.910454279
7/10/2016 13:00,22.68939761,89.01262566,39.93955884,0.697724194,4.098827472
7/10/2016 14:00,45.14209498,19.41557673,11.29946879,1.659836062,4.072548518
7/10/2016 15:00,33.40123817,61.79176127,14.56413771,1.785312391,2.989731471
7/10/2016 16:00,40.76650866,68.15022447,26.60436441,0.373668813,4.182520457
7/10/2016 17:00,27.61866919,44.83679464,17.86883888,1.239328303,2.044161333
7/10/2016 18:00,30.96067481,71.6042708,43.30455136,1.83472397,1.489012145
7/10/2016 19:00,27.16329622,44.01949663,24.74048738,0.927463472,2.700654979
7/10/2016 20:00,13.78593445,52.94054236,40.37977492,0.207087144,4.774522627
7/10/2016 21:00,37.51034519,5.698539233,29.8697485,0.9156273,3.002978433
7/10/2016 22:00,17.63475631,70.71341084,39.1083268,0.751589805,3.541036555
7/10/2016 23:00,6.094218489,67.8275545,17.96830335,1.155315992,3.496649824
7/11/2016 0:00,34.04625332,8.648083346,41.90799785,0.877317369,1.530291469
7/11/2016 1:00,12.96998057,39.9837602,15.17947115,0.034691854,2.56118753
7/11/2016 2:00,47.3206363,98.00802488,28.21274278,1.987995467,3.827755892
7/11/2016 3:00,47.92678597,44.96997344,12.27234143,1.087080475,4.887960394
7/11/2016 4:00,46.16889756,52.68481349,24.82527304,0.947261511,1.672070953
7/11/2016 5:00,21.65714151,91.44336503,17.27241006,1.909234743,2.641767561
7/11/2016 6:00,5.695547744,73.13987821,14.80176467,0.311720735,1.380375199
7/11/2016 7:00,46.77433532,60.29666246,48.41528087,0.378475205,1.969505839
7/11/2016 8:00,24.26828667,80.79144473,9.683557063,1.616029498,2.507037373
7/11/2016 9:00,48.49946686,87.11479531,39.7916402,0.52166216,3.162572992
7/11/2016 10:00,48.36289897,48.40436682,49.23991806,1.598454213,1.922267529
7/11/2016 11:00,43.3854255,50.13529467,2.95527122,0.543066966,1.910250645
7/11/2016 12:00,18.25020014,41.67483889,35.55331587,0.06637526,4.111319917
7/11/2016 13:00,22.32939779,96.8370833,14.13976667,1.034029448,4.850566652
7/11/2016 14:00,43.30115022,71.23079416,3.943415568,0.393372868,2.294451871
7/11/2016 15:00,19.26149023,12.90619129,21.33869979,1.515692586,3.751968075
7/11/2016 16:00,12.6271736,86.98116421,46.89045489,1.282399266,2.032321845
7/11/2016 17:00,30.05605681,50.65319438,2.56472453,1.847205336,4.71180902
7/11/2016 18:00,47.12696484,11.53162111,30.21851321,1.565976715,3.691609441
7/11/2016 19:00,36.32134085,57.22313924,26.06703097,0.36155191,4.210707419
7/11/2016 20:00,30.65275265,44.6306065,43.92243989,1.600316473,1.197416173
7/11/2016 21:00,9.37294222,88.38619346,6.032082297,1.28347409,3.394023873
7/11/2016 22:00,32.6753252,24.37948734,34.71324943,1.337903284,3.110449325
7/11/2016 23:00,49.55242325,83.5141379,34.64526552,1.664525772,2.171987628
7/12/2016 0:00,11.30378069,57.98042566,34.11584081,1.147648138,2.04971994
7/12/2016 1:00,28.32483436,10.18797881,47.23205576,0.932007029,3.320099209
7/12/2016 2:00,44.48178824,97.32530363,41.50820139,1.273282071,3.82594254
7/12/2016 3:00,38.3345878,53.69844819,4.01469086,0.595914858,1.132691028
7/12/2016 4:00,36.36570834,32.63330115,24.61197683,0.365194262,3.269606328
7/12/2016 5:00,36.61178378,49.59364999,21.1017467,1.233175676,1.681838116
7/12/2016 6:00,21.1771018,86.49648943,16.88706661,0.467696738,1.561450926
7/12/2016 7:00,18.21163299,33.96579682,23.66416281,0.159830219,3.492477952
7/12/2016 8:00,41.421252,23.30425767,20.44132088,0.001108369,2.243480469
7/12/2016 9:00,41.45510276,17.26176846,22.75202719,1.216638803,2.763520933
7/12/2016 10:00,44.01825434,33.29664285,49.00456955,0.724297567,2.439995238
7/12/2016 11:00,46.09582487,79.10456827,6.254382788,1.504621941,3.593345281
7/12/2016 12:00,28.01040795,49.80450469,46.26708175,0.750352797,2.880479064
7/12/2016 13:00,27.56823326,26.61075235,25.05136225,0.972006896,4.853834648
7/12/2016 14:00,40.92328305,20.78757496,31.93962778,0.814169946,2.409531036
7/12/2016 15:00,34.24837688,36.60930027,41.8487824,1.301149582,3.961137361
7/12/2016 16:00,36.58850948,94.29281542,19.3022254,0.712278324,2.02917027
7/12/2016 17:00,40.81067012,37.5875377,22.66025159,1.9275353,3.035012371
7/12/2016 18:00,45.05024038,98.87178722,21.65688705,1.872293973,3.210279008
7/12/2016 19:00,20.20978206,51.0968933,19.98708908,1.696055805,2.316437124
7/12/2016 20:00,21.90123287,22.02057224,46.42540744,1.840600541,2.887122116
7/12/2016 21:00,9.229187293,89.65830872,41.78863478,0.898279377,2.117114552
7/12/2016 22:00,31.02260634,48.73376045,7.231999513,1.072860794,1.024003127
7/12/2016 23:00,6.617402321,72.41877763,7.189920919,1.484185185,1.862593207
7/13/2016 0:00,25.95191082,98.4526004,22.53773671,1.39229185,3.80025669
7/13/2016 1:00,29.41900856,9.76665828,6.735554083,1.781357191,4.083852098
7/13/2016 2:00,17.89435635,14.18598318,31.71646857,1.432662055,2.120811469
7/13/2016 3:00,31.58749673,73.44339044,8.897197149,1.995769416,2.632171995
7/13/2016 4:00,6.372511247,31.77337531,27.07391667,0.6970116,1.149462641
7/13/2016 5:00,6.680668494,22.50863271,2.346557456,1.665995484,1.948251604
7/13/2016 6:00,42.01702523,8.739378583,17.19662472,1.395269646,4.116877133
7/13/2016 7:00,21.20857886,7.075437639,34.50515474,1.38277289,3.423945081
7/13/2016 8:00,10.71772307,78.5761323,25.23386913,0.65167119,1.823082088
7/13/2016 9:00,28.5009467,17.7711756,48.95693533,1.571203585,2.02976798
7/13/2016 10:00,39.64970989,49.43345852,43.95698221,1.800752045,4.267208092
7/13/2016 11:00,14.71194624,62.56019744,19.23539739,0.437096923,1.836336812
7/13/2016 12:00,33.03007141,45.69342105,4.183353991,1.250993674,2.336630903
7/13/2016 13:00,8.840635925,7.575131972,42.59006241,0.784269658,3.657434767
7/13/2016 14:00,7.325677453,79.43264275,45.7392469,1.979096239,3.244449543
7/13/2016 15:00,28.91095842,5.998756331,41.39011488,0.957665632,2.843480821
7/13/2016 16:00,29.32858047,77.37953997,8.141597164,0.456640348,4.598964364
7/13/2016 17:00,33.68434557,89.86392691,49.89992645,0.76371525,1.878841851
7/13/2016 18:00,37.67411002,46.1197925,14.41204263,1.30767678,3.965679563
7/13/2016 19:00,48.91334358,55.87653494,36.76183581,0.152178743,1.636255362
7/13/2016 20:00,28.23351567,50.3134223,45.58567406,1.20720384,3.462935334
7/13/2016 21:00,19.53304128,41.97481877,13.31298149,1.862449518,4.482494254
7/13/2016 22:00,40.78337876,89.30533086,45.59641062,1.700725575,2.831607142
7/13/2016 23:00,17.18745131,89.92368351,16.8551158,0.135347073,3.897178029
7/14/2016 0:00,24.75371393,36.90255464,48.86783467,1.986779757,4.281573412
7/14/2016 1:00,8.53053716,63.43162663,15.50048098,1.397453847,1.5441057
7/14/2016 2:00,6.140783454,93.0562184,47.76491959,0.324561649,3.823307581
7/14/2016 3:00,48.31917866,96.3955574,4.570143243,0.024832178,4.679364096
7/14/2016 4:00,42.61910542,53.35110884,36.04505656,0.342565273,3.305482439
7/14/2016 5:00,36.31883927,48.0183565,27.54133442,1.676351841,1.744488978
7/14/2016 6:00,23.4028825,31.47596001,24.9380997,0.04327865,1.507770126
7/14/2016 7:00,12.7982444,96.09282795,12.72772708,0.466294607,2.038941322
7/14/2016 8:00,12.03966692,18.56735892,35.86859791,1.514611191,1.414053076
7/14/2016 9:00,16.26093042,60.08380972,11.15885559,1.172221072,3.053576286
7/14/2016 10:00,29.71519991,31.84227541,28.53640621,1.565471421,1.278818731
7/14/2016 11:00,37.15681652,31.50578758,14.15577743,1.492301008,1.893618499
7/14/2016 12:00,34.70888195,43.4720158,47.86982623,0.101202774,2.759641776
7/14/2016 13:00,17.59702536,99.8853289,3.374297304,1.785022838,2.895659002
7/14/2016 14:00,47.96893763,10.22179915,11.58695745,0.454063669,3.261593941
7/14/2016 15:00,38.20536125,59.96147273,13.63090911,1.10678488,3.822459851
7/14/2016 16:00,29.94593236,12.84435501,21.87525564,1.288576313,1.188914559
7/14/2016 17:00,32.52743358,19.67947885,13.17105161,0.337256422,1.322483809
7/14/2016 18:00,23.88200281,46.75847947,25.58475633,1.952462513,1.243436607
7/14/2016 19:00,16.14789453,53.49371248,43.87834512,0.976311912,2.692601262
7/14/2016 20:00,21.01877054,29.58527879,36.17904423,0.115285391,1.16739178
7/14/2016 21:00,39.10307497,35.06342743,29.83817507,1.87452409,3.984325067
7/14/2016 22:00,5.647706988,13.26186692,6.272152543,1.172535686,1.892000724
7/14/2016 23:00,10.22326882,33.80587947,35.3116212,1.398386396,4.756849973
7/15/2016 0:00,7.070118891,96.82305174,9.987885647,1.05035158,2.94561502
7/15/2016 1:00,6.832796104,94.74720126,39.74563453,1.66947591,2.78530301
7/15/2016 2:00,43.49572628,36.81343756,14.00272441,0.066266924,4.122154771
7/15/2016 3:00,36.66460367,59.23112395,22.01833896,0.536756731,3.852615936
7/15/2016 4:00,26.33782231,91.41156216,18.82256971,0.939296713,3.429236164
